Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
how to file for uncontested divorce in nyc,25,25,50,32,2.15,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.81,131000,"[100,18,100,18,100,100,18,18,18,18,18,18]",2026-05-05,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
new york uncontested divorce lawyers,27,27,50,21,0.00,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0,882000,"[7,0,7,0,0,0,64,78,50,78,64,100]",2026-03-20,"Local pack, Video, Related searches, Discussions and forums",commercial,Organic
new york uncontested divorce lawyers,46,46,50,21,0.00,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0,882000,"[7,0,7,0,0,0,64,78,50,78,64,100]",2026-03-20,"Local pack, Video, Related searches, Discussions and forums",commercial,Organic
divorce new york no fault,65,65,170,20,2.46,https://www.tullylegal.com/rochester-family/divorce-lawyer/no-fault/,0,0,0.00,0.44,63700000,"[65,43,81,65,100,53,21,43,28,34,28,28]",2026-04-26,"Sitelinks, Video, Ads top, People also ask, Related searches, Discussions and forums, Ads middle, AI overview",informational,Organic
how much is uncontested divorce in ny,70,70,40,9,3.49,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.65,1420000,"[14,14,14,100,64,14,14,14,14,14,14,14]",2026-04-16,"Sitelinks, Video, Related searches, AI overview",informational,Organic
how much is uncontested divorce in ny,73,73,40,9,3.49,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.65,1420000,"[14,14,14,100,64,14,14,14,14,14,14,14]",2026-04-16,"Sitelinks, Video, Related searches, AI overview",informational,Organic
divorce lawyers for military,66,66,590,24,11.63,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0.05,15500000,"[36,55,55,55,55,45,13,100,0,30,30,24]",2026-04-12,"Local pack, Sitelinks, Video, Related searches, Discussions and forums, AI overview",commercial,Organic
uncontested divorce in ny,12,12,70,30,3.64,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.72,1410000,"[28,1,6,6,8,5,11,11,11,11,18,15]",2026-04-29,"Video, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
divorce lawyers in newport news,94,94,50,11,6.96,https://www.tullylegal.com/syracuse-family/divorce-lawyer/,0,0,0.00,0.63,630000,"[42,23,14,14,42,19,33,42,33,23,19,9]",2026-03-22,"Local pack, Video, Ads bottom, Related searches, Discussions and forums",commercial,Organic
new albany divorce attorneys,36,36,50,27,3.99,https://www.tullylegal.com/albany-family/,0,0,0.00,0.55,825000,"[9,9,9,9,14,9,19,9,9,42,66,52]",2026-04-18,"Local pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
no fault divorce in va,92,92,40,4,1.92,https://www.tullylegal.com/resources/articles/necessity-of-no-fault-divorce/,0,0,0.00,0.57,4890000,"[27,18,27,27,36,45,81,100,36,18,18,18]",2026-04-21,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
bronx divorce lawyer,19,19,320,8,13.91,https://www.tullylegal.com/bronx-family/,0,0,0.00,0.74,1960000,"[44,100,81,36,44,29,36,54,29,29,29,44]",2026-04-27,"Local pack, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
bronx divorce lawyer,29,29,320,8,13.91,https://www.tullylegal.com/bronx-family/,0,0,0.00,0.74,1960000,"[44,100,81,36,44,29,36,54,29,29,29,44]",2026-04-27,"Local pack, Video, Image, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
divorce attorney new york city,60,60,110,49,11.99,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0.52,67100000,"[5,35,23,23,10,12,35,43,35,35,35,35]",2026-03-21,"Local pack, Video, Image, Related searches, Discussions and forums",commercial,Organic
moving out before divorce,24,24,50,1,1.18,https://www.tullylegal.com/resources/articles/can-moving-out-before-a-divorce-cause-problems/,0,0,0.00,0.2,210000000,"[10,6,14,10,10,10,10,8,6,6,10,6]",2026-05-02,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
celebrities divorce process steps prenup assets protection,82,82,40,0,0.00,https://www.tullylegal.com/resources/articles/how-a-prenup-can-protect-your-assets/,0,0,0.00,0,1900000,"[14,100]",2026-04-27,"Video, People also ask, AI overview",informational,Organic
does a divorce show up on a background check,44,44,40,12,0.00,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.33,0,"[18,18,18,18,18,18,63,81,63,18,63,18]",2026-03-13,"Sitelinks, Video, AI overview",informational,Organic
change of last name after divorce,22,22,30,14,0.61,https://www.tullylegal.com/resources/articles/take-back-whats-yours-name-change-after-divorce/,0,0,0.00,0.22,153,"[42,42,100,42,42,42,42,28,57,42,28,42]",2026-04-21,"Sitelinks, Video, Video Carousel, FAQ, Related searches, Discussions and forums, AI overview",informational,Organic
military divorce wyoming,93,93,50,0,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0.33,951000,"[27,27,45,18,36,36,81,100,81,63,63,63]",2026-03-25,"Sitelinks, Video, AI overview",informational,Organic
can a divorced spouse collect social security,61,61,140,43,0.07,https://www.tullylegal.com/resources/articles/can-a-divorced-spouse-collect-social-security-from-their-former-spouse/,0,0,0.00,0.2,5020000,"[80,42,65,65,53,42,80,53,34,53,65,65]",2026-04-24,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
how to start the process of divorce,80,80,90,27,1.66,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.67,223000000,"[64,64,64,64,7,100,78,100,64,78,64,64]",2026-04-19,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
white plains ny divorce lawyers,16,16,140,40,13.41,https://www.tullylegal.com/white-plains-family/,0,0,0.00,0.92,1260000,"[28,43,43,65,81,28,34,34,34,53,21,21]",2026-03-30,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
after divorce change last name,24,24,140,36,0.61,https://www.tullylegal.com/resources/articles/take-back-whats-yours-name-change-after-divorce/,0,0,0.00,0.22,219000000,"[100,23,17,53,53,23,17,43,23,28,23,17]",2026-03-29,"Sitelinks, Video, Video Carousel, People also ask, FAQ, Related searches, Discussions and forums, AI overview",informational,Organic
new mexico military divorce retirement benefits attorney,40,40,90,0,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0,411000,"[3,3,3,0,0,0,43,53,34,65,100,34]",2026-03-12,"Sitelinks, Video, AI overview",informational,Organic
are nj divorce records public,59,59,90,16,0.87,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.19,9480000,"[50,64,50,50,50,50,50,78,78,100,78,78]",2026-03-18,"Sitelinks, Related searches, AI overview",informational,Organic
are nj divorce records public,61,61,90,16,0.87,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.19,9480000,"[50,64,50,50,50,50,50,78,78,100,78,78]",2026-03-18,"Sitelinks, Related searches, AI overview",informational,Organic
divorce lawyer manhattan,59,59,260,48,14.46,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0.45,5950000,"[32,32,26,21,21,32,32,32,26,21,21,21]",2026-04-01,"Local pack, Video, Image, Related searches, Discussions and forums",commercial,Organic
filing for divorce in ny state,78,78,210,30,2.87,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.76,32500000,"[54,29,36,9,44,29,44,19,54,66,2,1]",2026-04-03,"Image pack, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
what you need to file for divorce,8,8,50,23,1.47,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.49,217000000,"[81,45,36,45,45,45,45,45,45,45,63,45]",2026-04-02,"Video, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
new york state divorce lawyers,90,90,2400,53,11.99,https://www.tullylegal.com/syracuse-family/divorce-lawyer/,0,0,0.00,0.52,21300000,"[4,4,13,81,44,81,2,5,66,100,81,66]",2026-05-04,"Local pack, Video, People also ask, Related searches, Discussions and forums, AI overview",commercial,Organic
las vegas military divorce lawyers,98,98,30,3,3.32,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0.4,156,"[57,42,28,42,42,42,100,100,42,28,28,28]",2026-04-18,"Local pack, Sitelinks, Video",commercial,Organic
uncontested divorce white plains,16,16,40,0,3.64,https://www.tullylegal.com/white-plains-family/,0,0,0.00,0.72,295000,"[0,0,0,78,100,0,78,50,14,0,7,7]",2026-05-04,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
uncontested divorce white plains,22,22,40,0,3.64,https://www.tullylegal.com/white-plains-family/,0,0,0.00,0.72,295000,"[0,0,0,78,100,0,78,50,14,0,7,7]",2026-05-04,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
uncontested divorce white plains,56,56,40,0,3.64,https://www.tullylegal.com/white-plains-family/divorce/,0,0,0.00,0.72,295000,"[0,0,0,78,100,0,78,50,14,0,7,7]",2026-05-04,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
divorce lawyer rochester hills,36,36,30,0,6.15,https://www.tullylegal.com/rochester-family/divorce-lawyer/,0,0,0.00,0.84,129,"[18,100,18,18,18,18,18,18,18,18,18,27]",2026-03-21,"Sitelinks, Video, Image, Related searches, AI overview",informational,Organic
divorce in ny state uncontested,16,16,30,33,2.24,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.76,166,"[14,14,14,14,14,21,28,28,21,21,28,14]",2026-04-18,"Video, People also ask, Related searches, AI overview",informational,Organic
are divorce filings public,9,9,170,41,0.69,https://www.tullylegal.com/resources/articles/are-divorce-records-public-in-new-york/,0,0,0.00,0.18,17100000,"[66,66,66,66,66,66,80,100,66,80,80,66]",2026-03-30,"Image pack, Sitelinks, Video, People also ask, FAQ, Related searches, AI overview",informational,Image pack
are divorce filings public,12,12,170,41,0.69,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.18,17100000,"[66,66,66,66,66,66,80,100,66,80,80,66]",2026-03-30,"Image pack, Sitelinks, Video, People also ask, FAQ, Related searches, AI overview",informational,Organic
divorce rules in ny,57,57,170,27,6.43,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.27,149,"[16,3,5,2,4,11,20,5,5,5,5,8]",2026-04-03,"Sitelinks, Video, Related searches, AI overview",informational,Organic
how long does a uncontested divorce take in ny,79,79,40,0,1.60,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.13,1570000,"[7,7,11,7,11,11,26,34,26,19,15,15]",2026-05-04,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
can you divorce without marriage certificate,96,96,40,14,0.00,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.33,55600000,"[36,63,18,100,18,18,36,18,18,36,18,18]",2026-03-12,"Sitelinks, Video, Related searches, AI overview",informational,Organic
washington state military divorce lawyer,82,82,70,4,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0,148,"[18,9,9,18,36,27,100,100,100,100,81,81]",2026-03-25,"Local pack, Sitelinks, Related searches",informational,Organic
is divorce decree public record,66,66,70,51,0.95,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.29,52600000,"[44,55,77,77,100,55,77,44,100,77,55,55]",2026-03-20,"Sitelinks, Video, People also ask, FAQ, Related searches, Discussions and forums, AI overview",informational,Organic
is divorce decree public record,75,75,70,51,0.95,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.29,52600000,"[44,55,77,77,100,55,77,44,100,77,55,55]",2026-03-20,"Sitelinks, Video, People also ask, FAQ, Related searches, Discussions and forums, AI overview",informational,Organic
how to file divorce in ny,15,15,90,31,1.56,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.71,124000000,"[26,19,42,34,26,26,26,26,42,34,42,80]",2026-04-22,"Video, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
how to file divorce in ny,56,56,90,31,1.56,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.71,124000000,"[26,19,42,34,26,26,26,26,42,34,42,80]",2026-04-22,"Video, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
how to protect your assets from divorce,19,19,70,8,1.80,https://www.tullylegal.com/resources/articles/how-can-i-protect-my-assets-during-divorce/,0,0,0.00,0.41,152,"[82,5,17,64,82,52,41,52,29,64,41,23]",2026-03-15,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
best female divorce attorney nyc,64,64,90,21,4.90,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0.76,2180000,"[63,81,100,81,81,100,100,100,63,100,81,63]",2026-04-29,"Local pack, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
suffolk county divorce mediators,70,70,50,3,17.41,https://www.tullylegal.com/legal-services/mediation/,0,0,0.00,0.04,0,"[14,7,7,7,14,35,64,35,35,50,64,78]",2026-03-12,"Local pack, Video, Related searches",commercial,Organic
monmouth county military divorce lawyer,76,76,70,2,0.00,https://www.tullylegal.com/albany-divorce/military-divorce/,0,0,0.00,0,0,"[18,45,63,45,63,63,63,81,100,81,100,100]",2026-03-12,Local pack,commercial,Organic
monmouth county military divorce lawyer,82,82,70,2,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0,0,"[18,45,63,45,63,63,63,81,100,81,100,100]",2026-03-12,Local pack,commercial,Organic
military benefits and divorce,22,22,30,11,1.18,https://www.tullylegal.com/resources/articles/how-divorce-impacts-your-military-benefits/,0,0,0.00,0.28,39300000,"[0,44,100,22,33,44,0,0,11,22,44,33]",2026-05-01,"Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
divorce military spouse benefits,41,41,50,15,1.26,https://www.tullylegal.com/resources/articles/how-divorce-impacts-your-military-benefits/,0,0,0.00,0.16,12200000,"[18,81,63,81,63,45,63,18,63,27,36,45]",2026-04-30,"Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
divorce military spouse benefits,66,66,50,15,1.26,https://www.tullylegal.com/resources/articles/how-divorce-impacts-your-military-benefits/,0,0,0.00,0.16,12200000,"[18,81,63,81,63,45,63,18,63,27,36,45]",2026-04-30,"Video, Video Carousel, People also ask, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
divorce attorney syracuse,21,21,50,32,4.47,https://www.tullylegal.com/syracuse-family/divorce-lawyer/,0,0,0.00,0.7,0,"[0,50,0,0,7,0,100,100,100,35,14,7]",2026-03-12,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
divorce attorney syracuse,76,76,50,32,4.47,https://www.tullylegal.com/syracuse-family/child-custody-lawyer/,0,0,0.00,0.7,0,"[0,50,0,0,7,0,100,100,100,35,14,7]",2026-03-12,"Local pack, Sitelinks, Image, Related searches",commercial,Organic
best divorce attorney buffalo ny,73,73,110,28,2.62,https://www.tullylegal.com/buffalo-family/,0,0,0.00,0.63,1710000,"[52,52,42,66,52,52,66,52,42,33,33,33]",2026-05-04,"Local pack, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
best divorce attorney buffalo ny,88,88,110,28,2.62,https://www.tullylegal.com/buffalo-family/,0,0,0.00,0.63,1710000,"[52,52,42,66,52,52,66,52,42,33,33,33]",2026-05-04,"Local pack, Video, People also ask, Related searches, Discussions and forums",commercial,Organic
divorce decree ny,45,45,110,29,1.42,https://www.tullylegal.com/resources/articles/are-new-york-divorce-records-public/,0,0,0.00,0.29,2710000,"[21,43,100,34,81,21,3,15,21,21,15,12]",2026-04-30,"Sitelinks, Video, Ads bottom, People also ask, Related searches, Things to know","commercial, informational",Organic
sbp divorce,55,55,70,15,0.00,https://www.tullylegal.com/resources/articles/survivor-benefit-plan-and-marriage-divorce/,0,0,0.00,0.01,200000,"[100,77,77,77,100,77,77,55,77,55,55,44]",2026-03-26,"Video, Related searches, AI overview",informational,Organic
grey divorces,3,0,720,45,0.03,https://www.tullylegal.com/resources/articles/what-is-gray-divorce-and-how-can-it-affect-assets-and-retirement-planning/,0,0,0.00,0.27,1740000,"[0,0,0,0,0,0,0,100,0,0,0,3]",2026-05-05,"Sitelinks, Video, Image, People also ask, Related searches, Short videos, Things to know, Discussions and forums, AI overview",informational,Things to know
divorce mediation ladera ranch,77,77,70,1,0.00,https://www.tullylegal.com/resources/articles/children-and-divorce-negotiating-a-successful-co-parenting-plan-in-your-divorce-settlement/,0,0,0.00,0,124000,"[11,22,44,100,77,77,77,55,100,100]",2026-04-18,"Local pack, Video, Image",commercial,Organic
divorce no money to move out,14,14,30,,3.25,https://www.tullylegal.com/resources/articles/can-moving-out-before-a-divorce-cause-problems/,0,0,0.00,0.22,214000000,"[19,9,14,19,9,9,19,19,9,9,9,14]",2026-05-01,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
buffalo divorce lawyer,79,79,90,37,5.04,https://www.tullylegal.com/buffalo-family/,0,0,0.00,0.62,2540000,"[52,23,100,23,52,29,29,11,41,52,64,100]",2026-04-09,"Local pack, Sitelinks, Video, Image, Related searches, Discussions and forums",commercial,Organic
buffalo divorce cost,48,48,40,0,0.00,https://www.tullylegal.com/buffalo-family/divorce-lawyer/,0,0,0.00,0,105,"[20,100,80,100]",2026-04-27,"Video, People also ask, AI overview",informational,Organic
professional family & divorce attorney in new york,54,54,40,45,0.00,https://www.tullylegal.com/manhattan-family/,0,0,0.00,0,168,"[100,55,0]",2026-03-27,"Local pack, Video, Related searches",commercial,Organic
lower manhattan contested divorce family lawyers,53,53,70,28,0.00,https://www.tullylegal.com/manhattan-family/divorce/,0,0,0.00,0,641000,"[77,77,77,77,100,100]",2026-04-12,"Local pack, Video, Related searches, Discussions and forums",commercial,Organic
divorce attorney in white plains,25,25,140,35,13.41,https://www.tullylegal.com/white-plains-family/,0,0,0.00,0.92,132,"[23,28,10,28,82,43,23,28,28,43,43,35]",2026-04-14,"Local pack, Sitelinks, Video, Related searches",commercial,Organic
divorce attorney in white plains,48,48,140,35,13.41,https://www.tullylegal.com/white-plains-family/divorce/,0,0,0.00,0.92,132,"[23,28,10,28,82,43,23,28,28,43,43,35]",2026-04-14,"Local pack, Sitelinks, Video, Related searches",commercial,Organic
divorce attorney for military spouse,44,44,110,10,10.17,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0.62,12000000,"[12,12,21,28,15,28,81,100,53,15,28,34]",2026-04-08,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
new york state divorce process,58,58,170,28,1.30,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.52,61200000,"[43,28,23,43,53,66,53,35,43,35,53,43]",2026-03-21,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
divorce records new york search,70,70,1000,40,1.02,https://www.tullylegal.com/resources/articles/are-divorce-records-public-in-new-york/,0,0,0.00,0.4,137,"[24,45,55,100,81,100,6,45,81,81,100,100]",2026-04-03,"Related searches, Discussions and forums",informational,Organic
can a trust protect your assets from divorce,36,36,70,0,1.35,https://www.tullylegal.com/resources/articles/how-can-i-protect-my-assets-during-divorce/,0,0,0.00,0.14,13900000,"[100,63,81,63,45,63,63,45,18,36,45,63]",2026-04-16,"Sitelinks, Video, Related searches, Short videos, Discussions and forums, AI overview",informational,Organic
how do i protect myself in a divorce,80,80,110,0,0.62,https://www.tullylegal.com/resources/articles/how-can-i-protect-my-assets-during-divorce/,0,0,0.00,0.49,49000000,"[100,64,64,82,82,82,64,82,64,64,52,52]",2026-04-10,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
military pension in divorce,33,33,30,15,1.11,https://www.tullylegal.com/resources/articles/how-divorce-impacts-your-military-benefits/,0,0,0.00,0.21,7250000,"[28,14,100,28,28,42,71,71,28,14,14,42]",2026-05-04,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
military divorce attorney in washington state,45,45,70,5,0.00,https://www.tullylegal.com/legal-services/military-law/military-divorce/,0,0,0.00,0,147,"[18,9,18,27,36,27,100,100,100,100,81,81]",2026-03-25,"Local pack, Sitelinks, AI overview",informational,Organic
filing for divorce in new york,25,25,140,38,2.87,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.76,28200000,"[100,80,26,26,34,11,65,65,42,42,100,26]",2026-04-02,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
can i draw social security from my divorced husband,36,36,70,38,0.13,https://www.tullylegal.com/resources/articles/can-a-divorced-spouse-collect-social-security-from-their-former-spouse/,0,0,0.00,0.17,0,"[50,64,35,50,50,35,64,50,50,64,64,50]",2026-03-16,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
can i draw social security from my divorced husband,42,42,70,38,0.13,https://www.tullylegal.com/resources/articles/can-a-divorced-spouse-collect-social-security-from-their-former-spouse/,0,0,0.00,0.17,0,"[50,64,35,50,50,35,64,50,50,64,64,50]",2026-03-16,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
divorce without spouse signature in ny,66,66,50,0,3.21,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.58,2620000,"[45,36,63,45,45,36,45,45,27,27,36,45]",2026-04-23,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
nyc divorce law,83,83,140,32,6.43,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.27,132,"[5,7,5,23,10,0,1,44,0,100,1,7]",2026-04-29,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
no fault divorce lawyer,12,12,140,12,1.16,https://www.tullylegal.com/rochester-family/divorce-lawyer/no-fault/,0,0,0.00,0.03,12000000,"[5,5,9,4,1,1,26,39,14,14,17,14]",2026-03-20,"Local pack, Video, Video Carousel, Related searches, Discussions and forums",commercial,Organic
divorce in ny state,76,76,480,35,2.78,https://www.tullylegal.com/resources/articles/things-to-do-when-filing-for-divorce-in-new-york/,0,0,0.00,0.67,0,"[48,48,59,21,72,48,48,48,59,48,32,39]",2026-03-11,"Video, Related searches, Short videos, AI overview",informational,Organic
divorce lawyer saratoga springs,17,17,30,31,6.27,https://www.tullylegal.com/saratoga-family/,0,0,0.00,0.71,355000,"[28,71,57,28,42,42,42,28,100,28,14,0]",2026-03-26,"Local pack, Video, Image, Related searches, Discussions and forums",commercial,Organic
divorce lawyer saratoga springs,81,81,30,31,6.27,https://www.tullylegal.com/locations/saratoga-springs-ny/,0,0,0.00,0.71,355000,"[28,71,57,28,42,42,42,28,100,28,14,0]",2026-03-26,"Local pack, Video, Image, Related searches, Discussions and forums",commercial,Organic
how to protect my assets in divorce,20,20,30,14,1.80,https://www.tullylegal.com/resources/articles/how-can-i-protect-my-assets-during-divorce/,0,0,0.00,0.41,181,"[42,28,42,28,14,28,100,100,57,14,14,14]",2026-03-25,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
best divorce mediator ladera ranch,53,53,50,0,0.00,https://www.tullylegal.com/rochester-family/child-custody-lawyer/,0,0,0.00,0,170000,"[0,22,44,100,77,77,44,44,77,77]",2026-04-17,"Local pack, Sitelinks, Video",commercial,Organic
divorce attorney new albany indiana,30,30,70,19,2.65,https://www.tullylegal.com/albany-family/,0,0,0.00,0.64,1570000,"[52,41,64,64,41,41,64,41,41,41,52,29]",2026-04-02,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
can a divorced woman collect her ex husband's social security,80,80,40,39,0.07,https://www.tullylegal.com/resources/articles/can-a-divorced-spouse-collect-social-security-from-their-former-spouse/,0,0,0.00,0.12,3580000,"[15,21,15,15,9,12,15,15,6,6,3,6]",2026-05-03,"Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
new york divorce law marital property,1,1,50,27,0.00,https://www.tullylegal.com/resources/articles/how-is-marital-property-determined-in-new-york/,0,0,0.00,0.07,5530000,"[14,14,23,19,19,23,33,52,33,42,42,19]",2026-04-30,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,AI overview
uncontested divorce ny lawyer,28,28,110,16,3.76,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.54,799000,"[42,52,52,52,52,42,42,66,42,52,42,52]",2026-05-04,"Sitelinks, Video, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
divorce mediation lawyer new york city,90,90,30,21,8.44,https://www.tullylegal.com/legal-services/mediation/,0,0,0.00,0.35,140,"[20,40,20,40,40,60,100,100,80,40,60,60]",2026-05-01,"Local pack, Video, People also ask, Related searches, AI overview",informational,Organic
should i move out before filing for divorce,16,16,30,0,0.99,https://www.tullylegal.com/resources/articles/can-moving-out-before-a-divorce-cause-problems/,0,0,0.00,0.22,155,"[71,42,71,71,100,28,28,28,14,0,28,57]",2026-03-17,"Sitelinks, Video, Video Carousel, Related searches, Short videos, Discussions and forums, AI overview","commercial, informational",Organic
what happens after you file for divorce,94,94,260,23,0.72,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,0,0,0.00,0.16,196,"[66,53,82,82,53,66,53,66,43,53,43,66]",2026-03-13,"Video, Related searches, Discussions and forums, AI overview",informational,Organic
gillette divorce lawyer,66,66,40,9,0.00,https://www.tullylegal.com/buffalo-family/,0,0,0.00,0,292000,"[0,57,57,100,100,57,42,42,71]",2026-04-28,"Local pack, Image, People also ask, Related searches, Discussions and forums",commercial,Organic
one sided divorce in new york,23,23,110,18,2.46,https://www.tullylegal.com/resources/articles/what-is-required-for-an-uncontested-divorce-in-new-york-state/,0,0,0.00,0.38,3720000,"[64,41,100,52,82,82,52,41,52,41,52,41]",2026-04-06,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
high net worth divorce attorney ny,18,18,30,0,9.91,https://www.tullylegal.com/albany-family/divorce-lawyer/high-net-worth/,0,0,0.00,0.25,19200000,"[0,20,60,20,40,20,60,100,60,60,80,60]",2026-04-30,"Local pack, Video, Related searches, Discussions and forums, AI overview",informational,Organic
leaving marital home before divorce,1,1,30,0,1.16,https://www.tullylegal.com/resources/articles/can-moving-out-before-a-divorce-cause-problems/,0,0,0.00,0.23,61400000,"[100,27,18,27,18,18,18,27,18,18,18,18]",2026-04-09,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,AI overview
