Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,Keyword Intents,URL,Traffic Change,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,Position Type,Keyword SERP Features (New),Keyword SERP Features (Lost)
wrongful termination lawyer buffalo ny,1,0,90,9,2.05,"commercial, informational",https://www.tullylegal.com/buffalo-employment-law/,5,0.02,10.00,0.81,46300,"[50,50,78,64,50,21,35,50,100,100,64,35]",2026-04-04,AI overview,,
buffalo employment attorney,2,5,260,20,2.39,commercial,https://www.tullylegal.com/buffalo-employment-law/,5,0.06,26.00,0.57,0,"[23,44,18,18,54,54,23,18,66,100,81,44]",2026-03-15,Organic,Jobs search,People also ask
tully rinckey pllc reviews,6,11,170,20,9.32,commercial,https://www.tullylegal.com/legal-services/education-law/manifestation-determination-reviews/,5,0.02,46.00,0.13,0,"[43,100,21,34,53,34,65,81,65,81,53,65]",2026-03-15,Organic,,Discussions and forums
real estate lawyers albany ny,1,0,70,7,3.47,commercial,https://www.tullylegal.com/locations/albany-ny/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=Albany&utm_content=homepage,5,0.02,17.00,0.36,2600000,"[63,100,100,100,100,81,63,63,36,45,36,36]",2026-04-25,Local pack,,
does ucmj apply to veterans,1,0,40,35,0.00,informational,https://www.tullylegal.com/resources/articles/can-you-be-charged-under-the-ucmj-after-discharge/,5,0.02,0.00,0.33,376000,"[0,5,5,0,0,29,11,17,29,17,100,29]",2026-04-28,Organic,,
special ed lawyer,4,0,590,34,2.75,informational,https://www.tullylegal.com/resources/articles/when-do-i-need-a-special-education-lawyer/,5,0.02,13.00,0.16,1430000000,"[81,67,100,29,19,12,67,100,81,81,54,54]",2026-04-15,Organic,,
firms in dc,1,0,40,44,0.00,commercial,https://www.tullylegal.com/locations/washington-dc/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=WashingtonDC&utm_content=homepage,5,0.02,0.00,0.25,172000000,"[7,42,7,7,7,7,7,11,7,42,7,7]",2026-04-16,Local pack,,
losing security clearance in military,1,0,90,21,0.00,informational,https://www.tullylegal.com/resources/articles/can-you-appeal-a-revoked-security-clearance-after-a-job-loss/,5,0.02,0.00,0.04,5700000,"[100,64,64,41,11,11,52,64,41,52,52,52]",2026-03-19,AI overview,,
mesothelioma lawsuits,14,0,1000,36,0.00,informational,https://www.tullylegal.com/legal-services/mesothelioma/,5,0.02,0.00,0,1150000,"[24,20,30,30,30,34,44,34,34,20,65,44]",2026-04-11,Organic,,
asset protection strategies nursing home costs new york,1,10,40,0,0.00,informational,https://www.tullylegal.com/resources/articles/medicaid-planning-in-new-york-protecting-assets-for-long-term-care/,5,0.02,0.00,0,40900000,"[100,100,57,14]",2026-03-24,Organic,Related searches,
new york mspb law firm,2,0,40,1,0.00,informational,https://www.tullylegal.com/legal-services/federal-employment-law/merit-systems-protection-board-mspb/,5,0.02,0.00,0,98,"[60,100]",2026-04-30,Organic,,
co-parenting app news october 2025,1,0,90,5,0.00,informational,https://www.tullylegal.com/resources/articles/from-chaos-to-compliance-what-to-know-about-tech-enabled-co-parenting-apps-in-new-york-state/,5,0.02,0.00,0,84100000,"[100,0,0]",2026-03-09,AI overview,,
are dod contractors federal employees,1,5,40,10,0.00,"commercial, informational",https://www.tullylegal.com/resources/articles/security-clearance-for-federal-contractors-vs-federal-employees-key-differences-in-the-dod/,5,0.02,0.00,0.33,0,"[100,100,18,18,18,18,18,18,18,18,18,18]",2026-03-06,Organic,,Related searches
how long security clearance last,1,0,40,22,0.00,informational,https://www.tullylegal.com/resources/articles/how-long-does-a-security-clearance-last/,5,0.02,0.00,0.33,139,"[42,57,28,28,28,42,100,71,71,57,71,71]",2026-03-19,Organic,,
weed law federal,1,0,170,62,0.00,informational,https://www.tullylegal.com/resources/articles/what-rescheduling-of-marijuana-could-mean-for-federal-employees/,5,0.02,0.00,0,146,"[15,23,7,10,23,19,19,12,23,19,29,54]",2026-04-08,People also ask,,
trust vs will in ny,1,3,50,0,1.00,"commercial, informational",https://www.tullylegal.com/resources/articles/what-is-the-difference-between-a-will-and-a-trust-in-new-york-state/,5,0.03,6.00,0.63,167,"[55,44,55,22,55,22,55,77,55,100,100,77]",2026-03-20,Organic,Short videos,"Video Carousel, People also ask"
federal employee lawyer,1,3,590,14,4.04,informational,https://www.tullylegal.com/legal-services/federal-employment-law/,5,0.14,101.00,0.33,0,"[100,36,45,20,16,16,30,30,30,30,30,36]",2026-03-11,Organic,AI overview,
ny death penalty,6,8,390,22,0.00,informational,https://www.tullylegal.com/our-firm/news/why-doesnt-new-york-have-a-death-penalty/,5,0.06,0.00,0,172,"[5,7,7,36,3,3,5,3,8,3,3,4]",2026-03-24,Organic,,"Video Carousel, People also ask"
is online sports betting safe,6,0,170,36,0.00,informational,https://www.tullylegal.com/resources/articles/play-safe-understanding-security-risks-in-online-sports-betting/,5,0.02,0.00,0,22800000,"[1,1,1,1,1,1,1,2,8,36,5,100]",2026-04-03,Organic,,
new york security clearance attorneys,2,0,40,,0.00,informational,https://www.tullylegal.com/legal-services/security-clearance-representation/,5,0.02,0.00,0,175000000,"[40,100]",2026-04-30,Organic,,
lawyer consultation fee,8,0,720,9,5.59,informational,https://www.tullylegal.com/resources/consultation-fee/,5,0.02,27.00,0.51,110000000,"[48,88,100,88,72,100,72,59,59,48,39,39]",2026-04-04,Organic,,
weed legal federally,1,0,170,51,0.00,informational,https://www.tullylegal.com/resources/articles/what-rescheduling-of-marijuana-could-mean-for-federal-employees/,5,0.02,0.00,0,136000000,"[4,3,5,4,5,3,3,3,5,4,3,3]",2026-04-24,People also ask,,
what does it mean to revoke security clearance,1,0,90,13,0.00,informational,https://www.tullylegal.com/resources/articles/can-you-appeal-a-revoked-security-clearance-after-a-job-loss/,5,0.02,0.00,0,8500000,"[22,54,100,4,4,4,4,4,4,4,4,4]",2026-04-07,AI overview,,
secret clearance reinvestigation,1,0,90,20,0.00,informational,https://www.tullylegal.com/resources/articles/what-triggers-a-security-clearance-reinvestigation/,5,0.02,0.00,0.01,27300,"[100,64,52,64,41,41,41,41,41,41,41,41]",2026-03-26,AI overview,,
opm telework policy 2024,1,0,50,48,0.00,informational,https://www.tullylegal.com/resources/articles/what-is-the-future-for-telework-and-remote-work-opportunities-in-the-federal-government-in-2024/,5,0.02,0.00,0,157000,"[100,23,7,5,5,5,5,5,5,5,5,0]",2026-03-28,AI overview,,
how to get med boarded out of the army,1,2,40,12,0.00,informational,http://www.tullylegal.com/wp-content/uploads/Guide_to_Obtaining_Medical_Discharge.pdf,5,0.02,0.00,0.02,176,"[29,11,64,64,11,11,11,11,11,11,11,11]",2026-03-16,Organic,,People also ask
prenups in ny,1,0,170,7,10.17,informational,https://www.tullylegal.com/resources/articles/what-are-the-requirements-for-prenuptial-agreements-in-new-york/,5,0.02,50.00,0.71,1180000,"[43,65,34,34,65,100,53,28,43,53,53,34]",2026-03-26,AI overview,,
15-6 investigation army,1,0,90,0,0.00,informational,https://www.tullylegal.com/resources/articles/article-15-6-investigations-should-you-talk-to-the-investigator-without-an-attorney-present/,5,0.02,0.00,0.33,288000,"[15,9,12,9,21,12,21,34,28,53,43,43]",2026-03-20,AI overview,,
non compete law texas,2,0,70,0,4.59,informational,https://www.tullylegal.com/resources/articles/2026-update-clarifying-the-legal-status-of-non-competes-in-texas/,5,0.02,22.00,0.3,22400000,"[6,0,0,6,0,0,11,100,0,0,0,1]",2026-03-11,Organic,,
civil attorney rochester ny,1,0,70,7,4.36,commercial,https://www.tullylegal.com/locations/rochester-ny/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=Rochester&utm_content=homepage,5,0.02,21.00,0.76,113,"[41,52,41,41,41,41,41,52,52,82,52,41]",2026-04-30,Local pack,,
military divorce benefits attorney,3,86,90,2,0.00,informational,https://www.tullylegal.com/legal-services/military-law/military-divorce/,5,0.02,0.00,0,151,"[6,3,3,3,6,9,43,53,43,81,100,28]",2026-03-12,Organic,,"People also ask, Discussions and forums"
joseph a felix,4,0,90,13,0.00,informational,https://www.tullylegal.com/our-firm/news/marine-drill-instructor-sentenced-over-boot-camp-hazing-death-arrested-after-early-release/,5,0.02,0.00,0,0,"[42,66,66,42,52,66,52,33,33,33,23,33]",2026-03-19,Organic,,
grafton shooting,10,73,260,15,0.00,informational,https://www.tullylegal.com/our-firm/news/suspect-of-fatal-grafton-shooting-pleads-not-guilty/,5,0.02,0.00,0,162,"[1,1,1,1,1,100,3,3,1,37,5,1]",2026-03-22,Organic,,
washington dc civil attorneys,1,0,70,17,4.42,commercial,https://www.tullylegal.com/locations/washington-dc/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=WashingtonDC&utm_content=homepage,5,0.02,22.00,0.95,116,"[45,45,81,63,63,63,63,45,63,63,63,63]",2026-04-25,Local pack,,
how to file for full custody in ny,1,0,90,13,2.85,informational,https://www.tullylegal.com/resources/articles/how-do-i-get-full-custody-of-my-child-in-new-york/,5,0.02,14.00,0.58,129,"[78,64,50,78,64,64,50,64,50,64,64,50]",2026-03-21,AI overview,,
how to file for full custody in ny,3,7,90,13,2.85,informational,https://www.tullylegal.com/resources/articles/how-do-i-get-full-custody-of-my-child-in-new-york/,5,0.02,14.00,0.58,129,"[78,64,50,78,64,64,50,64,50,64,64,50]",2026-03-21,Organic,,"Video Carousel, People also ask"
legal employment agencies washington dc,1,0,40,17,3.91,commercial,https://www.tullylegal.com/locations/washington-dc/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=WashingtonDC&utm_content=homepage,5,0.02,19.00,0.8,139,"[45,63,63,45,63,45,63,45,27,27,18,18]",2026-04-09,Local pack,,
civil rights law firms in dc,1,0,70,17,3.28,commercial,https://www.tullylegal.com/locations/washington-dc/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=WashingtonDC&utm_content=homepage,5,0.02,16.00,0.37,110000000,"[81,63,81,63,45,63,45,45,63,45,63,45]",2026-03-28,Local pack,,
employment law attorney dc,1,0,40,49,4.92,commercial,https://www.tullylegal.com/locations/washington-dc/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=WashingtonDC&utm_content=homepage,5,0.02,24.00,0.68,91000000,"[1,1,1,1,1,2,9,9,9,9,9,9]",2026-04-18,Local pack,,
prenup new york,7,12,210,1,10.17,informational,https://www.tullylegal.com/resources/articles/what-information-is-needed-to-draft-a-prenup-in-new-york/,5,0.02,50.00,0.71,8420000,"[100,53,66,66,66,66,28,43,35,43,35,43]",2026-04-01,Organic,Ads middle,People also ask
can you be court martialed after discharge,1,0,40,16,0.00,informational,https://www.tullylegal.com/resources/articles/can-you-be-charged-under-the-ucmj-after-discharge/,5,0.02,0.00,0.03,3260000,"[1,1,1,1,1,2,1,1,1,1,13,2]",2026-03-12,Organic,,
albany federal eeo lawyers,1,0,40,9,0.00,informational,https://www.tullylegal.com/albany-employment-law/,5,0.02,0.00,0,26200,"[60,100]",2026-04-27,Organic,,
speeding ticket lawyer,27,0,8100,39,5.11,commercial,https://www.tullylegal.com/buffalo-criminal/traffic-lawyer/,5,0.02,25.00,0.33,16100000,"[44,100,81,66,54,54,66,54,44,36,36,44]",2026-04-27,Organic,,
consultation with attorney,5,0,210,11,11.10,commercial,https://www.tullylegal.com/resources/consultation-guide/,5,0.02,55.00,0.77,0,"[18,23,18,100,18,1,28,100,54,54,54,1]",2026-03-10,Organic,,
labor law attorneys in new york,4,13,170,28,6.32,commercial,https://www.tullylegal.com/new-york-employment-law/,5,0.02,31.00,0.53,65600000,"[0,0,0,0,0,0,3,0,0,76,100,0]",2026-03-24,Organic,,People also ask
residential custody,3,5,210,13,3.93,informational,https://www.tullylegal.com/resources/articles/understanding-residential-and-legal-custody-in-new-york/,5,0.05,35.00,0.08,150,"[66,53,53,53,43,66,66,66,66,66,53,43]",2026-04-01,Organic,,People also ask
ny prenuptial agreement,2,14,70,5,10.17,informational,https://www.tullylegal.com/resources/articles/what-are-the-requirements-for-prenuptial-agreements-in-new-york/,5,0.02,50.00,0.71,149,"[11,11,19,11,19,100,19,15,11,26,26,26]",2026-03-17,Organic,,People also ask
child abuse attorney in new york,2,9,70,5,0.00,informational,https://www.tullylegal.com/manhattan-family/child-abuse-neglect/,5,0.02,0.00,0,151,"[9,18,27,27,27,18,100,100,81,100,100,100]",2026-03-25,Organic,,"People also ask, Ads middle"
deferred resignation,16,33,12100,44,0.00,informational,https://www.tullylegal.com/resources/articles/key-considerations-for-federal-employees-contemplating-the-deferred-resignation-program/,5,0.04,0.00,0,11200000,"[30,100,7,7,1,0,0,0,0,0,0,0]",2026-04-30,Organic,"Instant answer, Knowledge panel, Short videos, Discussions and forums",
employment attorneys buffalo ny,1,0,70,13,2.39,commercial,https://www.tullylegal.com/locations/buffalo-ny/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=Buffalo&utm_content=homepage,5,0.02,11.00,0.57,129,"[17,29,100,52,64,52,29,11,29,29,29,29]",2026-03-31,Local pack,,
why am i not getting my full child support payments,1,53,40,21,0.00,informational,https://www.tullylegal.com/resources/articles/what-to-do-when-you-dont-receive-expected-child-support/,5,0.02,0.00,0,1820000000,"[21,35,7,14,0,0,78,100,50,7,7,0]",2026-03-25,Organic,,
which periodic reinvestigation is required,3,9,210,14,0.00,informational,https://www.tullylegal.com/resources/articles/what-triggers-a-security-clearance-reinvestigation/,5,0.03,0.00,0,0,"[5,9,17,26,48,39,21,11,14,48,21,5]",2026-03-09,Organic,AI overview,People also ask
periodic reinvestigation period for secret clearance,1,0,40,21,0.00,informational,https://www.tullylegal.com/resources/articles/what-triggers-a-security-clearance-reinvestigation/,5,0.02,0.00,0,17200,[100],2026-04-30,Organic,,
how do i go about filing for divorce,2,0,70,23,1.50,informational,https://www.tullylegal.com/resources/articles/how-to-file-for-divorce-step-by-step-guide/,5,0.02,7.00,0.75,187,"[18,100,100,100,100,18,100,63,63,18,45,63]",2026-03-06,Organic,,
labor lawyer buffalo,7,11,260,19,2.39,commercial,https://www.tullylegal.com/buffalo-employment-law/,5,0.02,11.00,0.57,0,"[23,44,18,18,54,54,23,18,66,100,81,44]",2026-03-16,Organic,,People also ask
reference for security clearance,1,2,40,20,0.00,informational,https://www.tullylegal.com/our-firm/news/people-you-should-list-as-references-on-your-security-clearance-application/,5,0.02,0.00,0.01,143,"[18,18,100,100,18,18,18,18,18,18,18,18]",2026-03-24,Organic,,
what happens if you fail a military drug test,2,4,90,0,0.00,informational,https://www.tullylegal.com/resources/articles/i-failed-a-military-drug-test-what-now/,5,0.04,0.00,0.33,29100000,"[64,11,100,64,17,52,82,82,52,41,52,64]",2026-04-20,Organic,Video Carousel,People also ask
deserter in the military,1,0,1000,25,0.00,informational,https://www.tullylegal.com/resources/articles/when-does-awol-become-desertion/,5,0.02,0.00,0,137,"[10,6,45,81,62,100,6,45,81,81,100,100]",2026-03-19,AI overview,,
legal separation agreement ny,1,0,170,28,1.44,informational,https://www.tullylegal.com/manhattan-family/separation-agreements/,5,0.02,7.00,0.66,76600000,"[53,65,34,65,65,65,65,34,43,53,15,28]",2026-03-19,AI overview,,
consequences of failing a drug test in the military,2,14,70,0,0.00,informational,https://www.tullylegal.com/resources/articles/i-failed-a-military-drug-test-what-now/,5,0.02,0.00,0.33,23000000,"[9,9,66,100,9,14,42,33,23,33,33,52]",2026-04-15,Organic,,"Video Carousel, People also ask"
business law firm austin,1,0,70,36,0.00,commercial,https://www.tullylegal.com/locations/austin-tx?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=Austin&utm_content=homepage,5,0.02,0.00,0.33,76500000,"[28,100,100,71,100,100,100,100,100,100,100,71]",2026-04-26,Local pack,,
sc cleared means,13,0,1000,51,0.00,informational,https://www.tullylegal.com/legal-services/security-clearance-representation/security-clearance-faq/,5,0.02,0.00,0,134,"[3,100,0,29,18,16,3,10,16,10,8,8]",2026-03-26,Organic,,
gift causa mortis,7,14,210,2,0.00,informational,https://www.tullylegal.com/resources/articles/tips-for-executing-a-will-causa-mortis-gift-requirements/,5,0.02,0.00,0,112,"[36,44,29,44,29,19,29,19,36,29,36,29]",2026-04-19,Organic,Image pack,People also ask
albany employer defense lawyer,2,0,40,3,0.00,informational,https://www.tullylegal.com/albany-employment-law/,5,0.02,0.00,0,1220000,"[40,100]",2026-04-27,Organic,,
labor attorney ny,12,23,3600,36,6.32,commercial,https://www.tullylegal.com/new-york-employment-law/,5,0.05,63.00,0.53,156,"[2,54,100,66,29,44,1,3,29,54,29,36]",2026-04-26,Organic,,
employment law washington dc,1,0,70,48,3.53,commercial,https://www.tullylegal.com/locations/washington-dc/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=WashingtonDC&utm_content=homepage,5,0.02,17.00,0.48,209000000,"[11,100,11,11,17,23,52,52,64,52,52,52]",2026-04-20,Local pack,,
can you bet on st john's in new york,1,0,40,31,0.00,informational,https://www.tullylegal.com/our-firm/news/new-york-march-madness-bettors-face-restrictions-on-wagering-on-local-college-teams/,5,0.02,0.00,0.01,87600000,"[0,100,100,11,0,11,11,0,11,11,0,11]",2026-03-25,Organic,,
spousal maintenance,7,0,1000,32,1.65,informational,https://www.tullylegal.com/resources/articles/what-you-need-to-know-about-alimony-spousal-maintenance/,5,0.02,8.00,0.15,145,"[55,55,62,62,62,62,81,81,81,62,45,62]",2026-03-27,Organic,,
who owns the engagement ring,2,0,70,0,0.00,informational,https://www.tullylegal.com/resources/articles/who-keeps-the-engagement-ring/,5,0.02,0.00,0.01,242000000,"[11,11,64,11,11,11,41,41,64,64,64,64]",2026-03-09,Organic,,
consequences failed drug test military,1,8,70,0,0.00,informational,https://www.tullylegal.com/resources/articles/i-failed-a-military-drug-test-what-now/,5,0.02,0.00,0.33,127,"[14,9,9,33,100,9,52,42,23,23,23,33]",2026-03-22,Organic,,"Video Carousel, People also ask"
find a business lawyer,1,0,40,50,10.46,commercial,https://www.tullylegal.com/locations/washington-dc/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=WashingtonDC&utm_content=homepage,5,0.02,52.00,0.69,351000000,"[18,18,18,27,27,18,100,81,36,18,45,36]",2026-04-09,Local pack,,
renew security clearance,1,0,110,23,0.00,informational,https://www.tullylegal.com/resources/articles/what-triggers-a-security-clearance-reinvestigation/,4,0.02,0.00,0.01,52300000,"[100,64,64,82,64,64,64,23,41,64,52,23]",2026-04-26,People also ask,,
employment attorneys albany,1,2,210,13,2.75,commercial,https://www.tullylegal.com/albany-employment-law/,4,0.07,35.00,0.53,129,"[17,17,5,11,21,17,7,11,39,100,3,5]",2026-03-19,Organic,,
federal employment lawyers washington dc,1,0,50,40,4.58,commercial,https://www.tullylegal.com/locations/washington-dc/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=WashingtonDC&utm_content=homepage,4,0.02,18.00,0.67,27500000,"[63,100,36,36,18,27,45,63,45,45,45,63]",2026-04-20,Local pack,,
how many government employees took the buyout,5,57,210,63,0.00,informational,https://www.tullylegal.com/our-firm/news/exhausted-government-workers-decide-to-take-trumps-second-buyout-offer/,4,0.02,0.00,0,0,"[0,100,11,4,3,1,1,1,1,1,1,1]",2026-03-07,Organic,"Image pack, Video Carousel",People also ask
whistleblower lawyer navy yard,9,0,170,,0.00,commercial,https://www.tullylegal.com/legal-services/military-law/,4,0.02,0.00,0,33900,[100],2026-03-26,Organic,,
veoa,5,6,720,15,5.23,informational,https://www.tullylegal.com/legal-services/military-law/veoa/,4,0.14,130.00,0.02,0,"[41,41,24,24,20,36,54,24,20,8,10,24]",2026-03-08,Organic,See results about,AI overview
dan meyer,9,14,720,43,0.00,informational,https://www.tullylegal.com/attorneys/dan-meyer/,4,0.02,0.00,0,136,"[20,20,20,24,20,16,20,20,24,27,16,16]",2026-03-27,Organic,Knowledge panel,People also ask
va employee resignation exceptions,9,23,480,16,0.00,informational,https://www.tullylegal.com/resources/articles/key-considerations-for-federal-employees-contemplating-the-deferred-resignation-program/,4,0.02,0.00,0,7970000,"[0,100,0,0,0,0,0,0,0,0,0,0]",2026-04-16,Organic,Discussions and forums,People also ask
hair body essentials clifton park,7,0,140,17,0.00,informational,https://www.tullylegal.com/our-firm/news/what-to-do-with-your-gift-card-from-hair-and-body-essentials-in-clifton-park/,4,0.02,0.00,0.04,1410000,"[65,81,65,34,65,53,43,34,43,34,21,43]",2026-04-07,Organic,,
municipal law firm,2,0,110,3,3.56,commercial,https://www.tullylegal.com/locations/manhattan-ny/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=NYC&utm_content=homepage,4,0.02,14.00,0.3,147,"[52,33,23,33,33,42,100,100,52,42,33,42]",2026-04-06,Local pack,,
ireland homes for sale cheap,3,0,210,11,0.61,transactional,https://www.tullylegal.com/resources/articles/considering-purchasing-property-in-ireland/,4,0.02,2.00,0.02,93100000,"[66,100,12,100,53,66,100,53,66,7,43,5]",2026-04-09,People also ask,,
washington dc attorneys,1,0,70,47,8.75,commercial,https://www.tullylegal.com/locations/washington-dc/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=WashingtonDC&utm_content=homepage,4,0.02,35.00,0.61,76600000,"[29,41,52,41,64,41,52,52,29,52,41,64]",2026-04-08,Local pack,,
new york exempt salary threshold 2026,1,0,70,12,0.00,informational,https://www.tullylegal.com/new-york-employment-law/dol-salary-thresholds-for-exempt-employees/,4,0.02,0.00,0.33,0,"[0,0,28,64,78,100]",2026-03-07,AI overview,,
derek hogan,3,7,70,27,0.00,informational,https://www.tullylegal.com/attorneys/derrick-hogan/,4,0.02,0.00,0,5510000,"[100,10,10,8,8,8,8,10,8,8,10,8]",2026-04-09,Organic,,Related searches
guardianship lawyer albany,1,0,50,13,0.00,commercial,https://www.tullylegal.com/locations/albany-ny/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=Albany&utm_content=homepage,4,0.02,0.00,0,0,"[0,0,0,0,9,0,81,100,81,81,81,81]",2026-03-14,Local pack,,
is there the death penalty in new york,7,10,210,15,0.00,informational,https://www.tullylegal.com/our-firm/news/why-doesnt-new-york-have-a-death-penalty/,4,0.02,0.00,0,164,"[7,20,5,52,13,13,3,3,8,2,2,4]",2026-03-23,Organic,,People also ask
medically retire from federal government,1,0,140,13,1.80,informational,https://www.tullylegal.com/resources/articles/fers-disability-retirement-faqs-from-federal-employees/,4,0.02,7.00,0.24,1480000,"[100,43,43,35,43,53,35,12,12,12,17,17]",2026-03-31,AI overview,,
who is pete hegseth's brother,2,10,50,37,0.00,informational,https://www.tullylegal.com/our-firm/news/hegseths-younger-brother-is-serving-in-a-key-role-as-liaison-and-senior-adviser-inside-the-pentagon/,4,0.02,0.00,0.33,101,"[64,11,64,100,11,11,11,11,11,11,0,11]",2026-04-08,Organic,,
family solicitor near me,18,0,2900,57,7.19,transactional,https://www.tullylegal.com/saratoga-family/,4,0.02,28.00,0.54,20900000,"[1,5,0,0,0,1,1,5,100,2,1,1]",2026-04-25,Organic,,
what are protection services,1,0,140,13,0.00,informational,https://www.tullylegal.com/resources/articles/what-to-do-if-you-get-a-call-from-child-protective-services/,4,0.02,0.00,0,145,"[42,52,19,42,100,80,66,33,66,80,100,66]",2026-03-21,People also ask,,
how do you get dod clearance,1,0,140,46,3.54,informational,https://www.tullylegal.com/resources/articles/how-to-get-a-security-clearance/,4,0.02,14.00,0.03,50100000,"[66,100,80,80,52,100,66,100,42,66,52,52]",2026-03-08,AI overview,,
failing military drug test,1,0,70,6,0.00,informational,https://www.tullylegal.com/resources/articles/i-failed-a-military-drug-test-what-now/,4,0.02,0.00,0.01,69400000,"[64,64,64,64,50,50,28,64,50,35,35,50]",2026-04-24,AI overview,,
failing military drug test,1,2,70,6,0.00,informational,https://www.tullylegal.com/resources/articles/i-failed-a-military-drug-test-what-now/,4,0.05,0.00,0.01,69400000,"[64,64,64,64,50,50,28,64,50,35,35,50]",2026-04-24,Organic,People also ask,
labor law attorney new york,5,12,170,33,6.32,commercial,https://www.tullylegal.com/new-york-employment-law/,4,0.02,25.00,0.53,0,"[6,3,1,1,2,2,20,10,10,100,5,2]",2026-03-15,Organic,,People also ask
matt tully,3,4,90,2,0.00,informational,https://www.tullylegal.com/attorneys/mathew-b-tully/,4,0.04,0.00,0,4590000,"[28,28,28,43,43,21,28,28,28,34,28,28]",2026-04-05,Organic,,
outside general counsel legal services attorney houston,9,14,210,2,0.00,informational,https://www.tullylegal.com/legal-services/business-law/houston-outsourced-general-counsel/,4,0.02,0.00,0,119,"[0,0,0,0,100,4,2,4,11,2]",2026-03-11,Organic,AI overview,
trump independent officials legal challenge,4,0,110,16,0.00,informational,https://www.tullylegal.com/our-firm/news/agency-judges-job-protections-take-hit-in-boost-for-trump-power/,4,0.02,0.00,0,7870000,[100],2026-04-04,Organic,,
do security clearances expire,1,0,140,18,0.00,informational,https://www.tullylegal.com/resources/articles/how-long-does-a-security-clearance-last/,4,0.02,0.00,0,900000,"[80,66,80,52,52,52,66,80,66,52,52,33]",2026-04-11,AI overview,,
non compete texas,4,0,110,18,6.42,informational,https://www.tullylegal.com/resources/articles/2026-update-clarifying-the-legal-status-of-non-competes-in-texas/,4,0.02,25.00,0.24,86700000,"[23,18,18,23,18,18,28,23,23,18,8,11]",2026-04-06,Organic,,
e app questionnaire,3,0,70,18,0.00,informational,https://www.tullylegal.com/resources/articles/e-qip-vs-eapp-whats-the-difference/,4,0.02,0.00,0.33,77,"[100,5,5,43,5,5,5,5,17,5,5,5]",2026-04-11,Organic,,
ny surrogate court,4,0,880,48,4.19,"informational, navigational",https://www.tullylegal.com/resources/articles/how-long-does-probate-take-in-new-york-state/,4,0.02,16.00,0.04,7420000,"[65,20,34,30,16,8,30,24,44,30,30,44]",2026-03-30,People also ask,,
ostensibly separated from the army,5,22,170,7,0.00,informational,https://www.tullylegal.com/resources/articles/understanding-administrative-separation/,4,0.02,0.00,0.02,438000,"[100,2,1,1,1,1,1,1,1,1,1,1]",2026-03-22,Organic,Video Carousel,People also ask
employment lawyers westchester ny,1,0,70,8,3.35,"commercial, informational",https://www.tullylegal.com/white-plains-employment-law/,4,0.02,13.00,0.81,124,"[41,41,29,29,23,23,41,41,41,52,52,52]",2026-03-07,AI overview,,
rinckey,10,0,720,44,3.35,"informational, transactional",https://www.tullylegal.com/attorneys/greg-t-rinckey/,4,0.02,13.00,0.31,0,"[20,66,100,54,41,13,10,13,20,13,16,16]",2026-03-11,Image pack,,
adoption lawyers near me,16,0,2900,28,4.86,transactional,https://www.tullylegal.com/albany-family/adoption/,4,0.02,19.00,0.64,16700000,"[66,24,36,24,19,29,29,29,36,29,29,19]",2026-04-24,Organic,,
real estate attorney near me with free consultation,9,0,320,6,2.32,transactional,https://www.tullylegal.com/rochester-real-estate/,4,0.02,9.00,0.62,204,"[13,16,25,20,11,16,20,20,16,11,13,8]",2026-03-26,Organic,,
is weed still illegal federally,1,0,210,61,0.00,informational,https://www.tullylegal.com/resources/articles/what-rescheduling-of-marijuana-could-mean-for-federal-employees/,4,0.02,0.00,0,84200000,"[29,35,18,43,66,54,29,22,29,18,54,100]",2026-04-25,People also ask,,
can federal employees use schedule 3 drugs,1,0,70,34,0.00,informational,https://www.tullylegal.com/resources/articles/what-rescheduling-of-marijuana-could-mean-for-federal-employees/,4,0.02,0.00,0.33,80600000,"[2,1,1,1,1,1,1,5,1,1,1,36]",2026-04-13,AI overview,,
labor law lawyers ny,14,16,2900,36,6.32,commercial,https://www.tullylegal.com/new-york-employment-law/,4,0.04,50.00,0.53,54400000,"[3,66,100,81,23,44,0,4,16,29,29,29]",2026-04-27,Organic,,"Ads middle, AI overview"
